customer_id,country,region
15179.0,United Kingdom,Europe
17069.0,United Kingdom,Europe
16918.0,United Kingdom,Europe
15466.0,United Kingdom,Europe
14159.0,United Kingdom,Europe
17940.0,United Kingdom,Europe
17581.0,United Kingdom,Europe
16168.0,United Kingdom,Europe
14606.0,United Kingdom,Europe
17287.0,United Kingdom,Europe
17913.0,United Kingdom,Europe
13416.0,United Kingdom,Europe
16779.0,United Kingdom,Europe
13895.0,United Kingdom,Europe
14057.0,United Kingdom,Europe
17017.0,United Kingdom,Europe
13208.0,United Kingdom,Europe
17465.0,United Kingdom,Europe
13468.0,United Kingdom,Europe
13485.0,United Kingdom,Europe
17271.0,United Kingdom,Europe
16139.0,United Kingdom,Europe
15953.0,United Kingdom,Europe
15856.0,United Kingdom,Europe
14967.0,United Kingdom,Europe
16497.0,United Kingdom,Europe
17764.0,United Kingdom,Europe
14905.0,United Kingdom,Europe
18229.0,United Kingdom,Europe
17293.0,United Kingdom,Europe
17853.0,United Kingdom,Europe
15550.0,United Kingdom,Europe
13531.0,United Kingdom,Europe
13786.0,United Kingdom,Europe
14952.0,United Kingdom,Europe
14031.0,United Kingdom,Europe
12937.0,United Kingdom,Europe
16612.0,United Kingdom,Europe
12949.0,United Kingdom,Europe
14958.0,United Kingdom,Europe
17329.0,United Kingdom,Europe
16736.0,United Kingdom,Europe
13001.0,United Kingdom,Europe
14644.0,United Kingdom,Europe
14898.0,United Kingdom,Europe
14662.0,United Kingdom,Europe
17414.0,United Kingdom,Europe
14755.0,United Kingdom,Europe
17576.0,United Kingdom,Europe
13037.0,United Kingdom,Europe
14710.0,United Kingdom,Europe
18168.0,United Kingdom,Europe
17679.0,United Kingdom,Europe
17851.0,United Kingdom,Europe
14750.0,United Kingdom,Europe
16791.0,United Kingdom,Europe
16558.0,United Kingdom,Europe
15884.0,United Kingdom,Europe
17343.0,United Kingdom,Europe
17372.0,United Kingdom,Europe
16003.0,United Kingdom,Europe
17432.0,United Kingdom,Europe
14713.0,United Kingdom,Europe
16722.0,United Kingdom,Europe
12577.0,France,Europe
12872.0,United Kingdom,Europe
15755.0,United Kingdom,Europe
14258.0,United Kingdom,Europe
14286.0,United Kingdom,Europe
13154.0,United Kingdom,Europe
14564.0,Channel Islands,Other
13408.0,United Kingdom,Europe
16645.0,United Kingdom,Europe
12714.0,France,Europe
16335.0,United Kingdom,Europe
13093.0,United Kingdom,Europe
12759.0,Netherlands,Europe
13666.0,United Kingdom,Europe
17160.0,United Kingdom,Europe
13946.0,United Kingdom,Europe
14723.0,United Kingdom,Europe
14961.0,United Kingdom,Europe
14735.0,United Kingdom,Europe
18061.0,United Kingdom,Europe
15078.0,United Kingdom,Europe
17389.0,United Kingdom,Europe
16883.0,United Kingdom,Europe
13175.0,United Kingdom,Europe
17076.0,United Kingdom,Europe
13948.0,United Kingdom,Europe
18223.0,United Kingdom,Europe
16192.0,United Kingdom,Europe
15999.0,United Kingdom,Europe
15109.0,United Kingdom,Europe
14680.0,United Kingdom,Europe
18092.0,United Kingdom,Europe
16891.0,United Kingdom,Europe
13481.0,United Kingdom,Europe
13807.0,United Kingdom,Europe
14979.0,United Kingdom,Europe
16656.0,United Kingdom,Europe
16746.0,United Kingdom,Europe
17157.0,United Kingdom,Europe
15309.0,United Kingdom,Europe
16325.0,United Kingdom,Europe
16541.0,United Kingdom,Europe
16723.0,United Kingdom,Europe
16699.0,United Kingdom,Europe
16710.0,United Kingdom,Europe
12510.0,Spain,Europe
13162.0,United Kingdom,Europe
15382.0,United Kingdom,Europe
13680.0,United Kingdom,Europe
12970.0,United Kingdom,Europe
17935.0,United Kingdom,Europe
17593.0,United Kingdom,Europe
17151.0,United Kingdom,Europe
16451.0,United Kingdom,Europe
17127.0,United Kingdom,Europe
13694.0,United Kingdom,Europe
14087.0,United Kingdom,Europe
13733.0,United Kingdom,Europe
18181.0,United Kingdom,Europe
13174.0,United Kingdom,Europe
13329.0,United Kingdom,Europe
17421.0,United Kingdom,Europe
16351.0,United Kingdom,Europe
15684.0,United Kingdom,Europe
17884.0,United Kingdom,Europe
15514.0,United Kingdom,Europe
13679.0,United Kingdom,Europe
18225.0,United Kingdom,Europe
12748.0,United Kingdom,Europe
13199.0,United Kingdom,Europe
13487.0,United Kingdom,Europe
17018.0,United Kingdom,Europe
18071.0,United Kingdom,Europe
16593.0,United Kingdom,Europe
14238.0,United Kingdom,Europe
15223.0,United Kingdom,Europe
13021.0,United Kingdom,Europe
17115.0,United Kingdom,Europe
17850.0,United Kingdom,Europe
14239.0,United Kingdom,Europe
13999.0,United Kingdom,Europe
13958.0,United Kingdom,Europe
13641.0,United Kingdom,Europe
15420.0,United Kingdom,Europe
12359.0,Cyprus,Other
12820.0,United Kingdom,Europe
16410.0,United Kingdom,Europe
15240.0,United Kingdom,Europe
16158.0,United Kingdom,Europe
15484.0,United Kingdom,Europe
14709.0,United Kingdom,Europe
15057.0,United Kingdom,Europe
14867.0,United Kingdom,Europe
17642.0,United Kingdom,Europe
13813.0,Germany,Europe
13589.0,United Kingdom,Europe
12417.0,Belgium,Europe
17920.0,United Kingdom,Europe
12975.0,United Kingdom,Europe
16104.0,United Kingdom,Europe
17150.0,United Kingdom,Europe
16277.0,United Kingdom,Europe
17244.0,United Kingdom,Europe
15260.0,United Kingdom,Europe
12583.0,France,Europe
15555.0,United Kingdom,Europe
13736.0,United Kingdom,Europe
14133.0,United Kingdom,Europe
15571.0,United Kingdom,Europe
13448.0,United Kingdom,Europe
17085.0,United Kingdom,Europe
15059.0,United Kingdom,Europe
14468.0,United Kingdom,Europe
16395.0,United Kingdom,Europe
16485.0,United Kingdom,Europe
15878.0,United Kingdom,Europe
15860.0,United Kingdom,Europe
13373.0,United Kingdom,Europe
14608.0,United Kingdom,Europe
14896.0,United Kingdom,Europe
16964.0,United Kingdom,Europe
15983.0,United Kingdom,Europe
13782.0,United Kingdom,Europe
14454.0,United Kingdom,Europe
14717.0,United Kingdom,Europe
16718.0,United Kingdom,Europe
15751.0,United Kingdom,Europe
14546.0,United Kingdom,Europe
17848.0,United Kingdom,Europe
17561.0,United Kingdom,Europe
15547.0,United Kingdom,Europe
17406.0,United Kingdom,Europe
14479.0,United Kingdom,Europe
17969.0,United Kingdom,Europe
14548.0,United Kingdom,Europe
17916.0,United Kingdom,Europe
13319.0,United Kingdom,Europe
16773.0,United Kingdom,Europe
15479.0,United Kingdom,Europe
15822.0,United Kingdom,Europe
13890.0,United Kingdom,Europe
13211.0,United Kingdom,Europe
15641.0,United Kingdom,Europe
14123.0,United Kingdom,Europe
13019.0,United Kingdom,Europe
17858.0,United Kingdom,Europe
14940.0,United Kingdom,Europe
16686.0,United Kingdom,Europe
15691.0,United Kingdom,Europe
16436.0,United Kingdom,Europe
17610.0,United Kingdom,Europe
17530.0,United Kingdom,Europe
13491.0,United Kingdom,Europe
14003.0,United Kingdom,Europe
12839.0,United Kingdom,Europe
17557.0,United Kingdom,Europe
14738.0,United Kingdom,Europe
16124.0,United Kingdom,Europe
12471.0,Germany,Europe
17739.0,United Kingdom,Europe
16556.0,United Kingdom,Europe
14695.0,United Kingdom,Europe
14828.0,United Kingdom,Europe
15115.0,United Kingdom,Europe
13693.0,United Kingdom,Europe
14955.0,United Kingdom,Europe
14037.0,United Kingdom,Europe
18077.0,United Kingdom,Europe
13905.0,United Kingdom,Europe
17508.0,Greece,Other
16768.0,United Kingdom,Europe
13984.0,United Kingdom,Europe
13495.0,United Kingdom,Europe
13190.0,United Kingdom,Europe
14408.0,United Kingdom,Europe
15358.0,United Kingdom,Europe
17707.0,United Kingdom,Europe
17044.0,United Kingdom,Europe
14471.0,United Kingdom,Europe
17436.0,United Kingdom,Europe
13234.0,United Kingdom,Europe
14574.0,United Kingdom,Europe
15716.0,United Kingdom,Europe
16684.0,United Kingdom,Europe
14540.0,United Kingdom,Europe
14307.0,United Kingdom,Europe
18219.0,United Kingdom,Europe
12747.0,United Kingdom,Europe
18162.0,United Kingdom,Europe
17441.0,United Kingdom,Europe
17988.0,United Kingdom,Europe
12600.0,Germany,Europe
12523.0,France,Europe
13206.0,United Kingdom,Europe
14512.0,United Kingdom,Europe
16353.0,United Kingdom,Europe
16018.0,United Kingdom,Europe
14670.0,United Kingdom,Europe
14590.0,United Kingdom,Europe
13070.0,United Kingdom,Europe
17457.0,United Kingdom,Europe
15421.0,United Kingdom,Europe
17990.0,United Kingdom,Europe
13148.0,United Kingdom,Europe
17364.0,United Kingdom,Europe
13042.0,United Kingdom,Europe
12443.0,Norway,Europe
15694.0,United Kingdom,Europe
16717.0,United Kingdom,Europe
17231.0,United Kingdom,Europe
16702.0,United Kingdom,Europe
13267.0,United Kingdom,Europe
12540.0,Spain,Europe
17270.0,United Kingdom,Europe
13393.0,United Kingdom,Europe
14113.0,United Kingdom,Europe
15369.0,United Kingdom,Europe
12358.0,Austria,Europe
18259.0,United Kingdom,Europe
17047.0,United Kingdom,Europe
14136.0,United Kingdom,Europe
16735.0,United Kingdom,Europe
14215.0,United Kingdom,Europe
15971.0,United Kingdom,Europe
14295.0,United Kingdom,Europe
13382.0,United Kingdom,Europe
13025.0,United Kingdom,Europe
16013.0,United Kingdom,Europe
14558.0,United Kingdom,Europe
18002.0,United Kingdom,Europe
17854.0,United Kingdom,Europe
15079.0,United Kingdom,Europe
16029.0,United Kingdom,Europe
18271.0,United Kingdom,Europe
14290.0,United Kingdom,Europe
17268.0,United Kingdom,Europe
17067.0,United Kingdom,Europe
16560.0,United Kingdom,Europe
14861.0,United Kingdom,Europe
17371.0,United Kingdom,Europe
18145.0,United Kingdom,Europe
16400.0,United Kingdom,Europe
15093.0,United Kingdom,Europe
13643.0,United Kingdom,Europe
17852.0,United Kingdom,Europe
15456.0,United Kingdom,Europe
13571.0,United Kingdom,Europe
16732.0,United Kingdom,Europe
16940.0,United Kingdom,Europe
15162.0,United Kingdom,Europe
18203.0,United Kingdom,Europe
14494.0,United Kingdom,Europe
17978.0,United Kingdom,Europe
15031.0,United Kingdom,Europe
14085.0,United Kingdom,Europe
17230.0,United Kingdom,Europe
13410.0,United Kingdom,Europe
14063.0,United Kingdom,Europe
12785.0,Portugal,Europe
13081.0,United Kingdom,Europe
14605.0,United Kingdom,Europe
14285.0,United Kingdom,Europe
16892.0,United Kingdom,Europe
16805.0,United Kingdom,Europe
13204.0,United Kingdom,Europe
15924.0,United Kingdom,Europe
15823.0,United Kingdom,Europe
13576.0,United Kingdom,Europe
17178.0,United Kingdom,Europe
13798.0,United Kingdom,Europe
18275.0,United Kingdom,Europe
13855.0,United Kingdom,Europe
15298.0,United Kingdom,Europe
15674.0,United Kingdom,Europe
14679.0,United Kingdom,Europe
16253.0,United Kingdom,Europe
13883.0,United Kingdom,Europe
13557.0,United Kingdom,Europe
16204.0,United Kingdom,Europe
15633.0,United Kingdom,Europe
15203.0,United Kingdom,Europe
13136.0,United Kingdom,Europe
15181.0,United Kingdom,Europe
17188.0,United Kingdom,Europe
13455.0,United Kingdom,Europe
13114.0,United Kingdom,Europe
13768.0,United Kingdom,Europe
14291.0,United Kingdom,Europe
12712.0,Germany,Europe
14732.0,United Kingdom,Europe
13202.0,United Kingdom,Europe
16945.0,United Kingdom,Europe
12487.0,Sweden,Europe
13672.0,United Kingdom,Europe
17929.0,United Kingdom,Europe
16771.0,United Kingdom,Europe
16782.0,United Kingdom,Europe
18051.0,United Kingdom,Europe
16912.0,United Kingdom,Europe
12924.0,United Kingdom,Europe
15403.0,United Kingdom,Europe
14173.0,United Kingdom,Europe
14211.0,United Kingdom,Europe
14593.0,United Kingdom,Europe
16802.0,United Kingdom,Europe
15302.0,United Kingdom,Europe
16709.0,United Kingdom,Europe
17954.0,United Kingdom,Europe
13727.0,United Kingdom,Europe
15911.0,United Kingdom,Europe
14990.0,United Kingdom,Europe
16705.0,United Kingdom,Europe
13141.0,United Kingdom,Europe
12709.0,Germany,Europe
14171.0,United Kingdom,Europe
13983.0,United Kingdom,Europe
17296.0,United Kingdom,Europe
17631.0,United Kingdom,Europe
17449.0,United Kingdom,Europe
17184.0,United Kingdom,Europe
14107.0,United Kingdom,Europe
12917.0,United Kingdom,Europe
16755.0,United Kingdom,Europe
13825.0,United Kingdom,Europe
13770.0,United Kingdom,Europe
14505.0,United Kingdom,Europe
15441.0,United Kingdom,Europe
16933.0,United Kingdom,Europe
13426.0,United Kingdom,Europe
17043.0,United Kingdom,Europe
13498.0,United Kingdom,Europe
16186.0,United Kingdom,Europe
18065.0,United Kingdom,Europe
17880.0,United Kingdom,Europe
13848.0,United Kingdom,Europe
15077.0,United Kingdom,Europe
13728.0,United Kingdom,Europe
15209.0,United Kingdom,Europe
15841.0,United Kingdom,Europe
14134.0,United Kingdom,Europe
15465.0,United Kingdom,Europe
17603.0,United Kingdom,Europe
16143.0,United Kingdom,Europe
14942.0,United Kingdom,Europe
14293.0,United Kingdom,Europe
17861.0,United Kingdom,Europe
15039.0,United Kingdom,Europe
16843.0,United Kingdom,Europe
15858.0,United Kingdom,Europe
17388.0,United Kingdom,Europe
15085.0,United Kingdom,Europe
13091.0,United Kingdom,Europe
15642.0,United Kingdom,Europe
14099.0,United Kingdom,Europe
15854.0,United Kingdom,Europe
12978.0,United Kingdom,Europe
17027.0,United Kingdom,Europe
15889.0,United Kingdom,Europe
16748.0,United Kingdom,Europe
16459.0,United Kingdom,Europe
13173.0,United Kingdom,Europe
15805.0,United Kingdom,Europe
15912.0,United Kingdom,Europe
16596.0,United Kingdom,Europe
16663.0,United Kingdom,Europe
12989.0,United Kingdom,Europe
16985.0,United Kingdom,Europe
14648.0,United Kingdom,Europe
15573.0,United Kingdom,Europe
15367.0,United Kingdom,Europe
14895.0,United Kingdom,Europe
14062.0,United Kingdom,Europe
15157.0,United Kingdom,Europe
15623.0,United Kingdom,Europe
13831.0,United Kingdom,Europe
14626.0,United Kingdom,Europe
15032.0,United Kingdom,Europe
16670.0,United Kingdom,Europe
15882.0,United Kingdom,Europe
17032.0,United Kingdom,Europe
12979.0,United Arab Emirates,Other
15738.0,United Kingdom,Europe
14043.0,United Kingdom,Europe
17675.0,United Kingdom,Europe
15916.0,United Kingdom,Europe
16901.0,United Kingdom,Europe
12933.0,United Kingdom,Europe
14507.0,United Kingdom,Europe
17696.0,United Kingdom,Europe
18276.0,United Kingdom,Europe
14030.0,United Kingdom,Europe
14081.0,United Kingdom,Europe
17351.0,United Kingdom,Europe
16798.0,United Kingdom,Europe
17512.0,United Kingdom,Europe
13542.0,United Kingdom,Europe
16905.0,United Kingdom,Europe
15494.0,United Kingdom,Europe
14702.0,United Kingdom,Europe
17165.0,United Kingdom,Europe
16293.0,United Kingdom,Europe
15769.0,United Kingdom,Europe
18172.0,United Kingdom,Europe
18268.0,United Kingdom,Europe
14519.0,United Kingdom,Europe
14191.0,United Kingdom,Europe
13077.0,United Kingdom,Europe
14643.0,United Kingdom,Europe
12957.0,United Kingdom,Europe
14577.0,United Kingdom,Europe
17409.0,United Kingdom,Europe
16470.0,United Kingdom,Europe
16191.0,United Kingdom,Europe
17344.0,United Kingdom,Europe
16365.0,United Kingdom,Europe
13418.0,United Kingdom,Europe
12854.0,United Kingdom,Europe
15197.0,United Kingdom,Europe
13953.0,United Kingdom,Europe
14298.0,United Kingdom,Europe
16952.0,United Kingdom,Europe
13415.0,United Kingdom,Europe
13668.0,United Kingdom,Europe
14790.0,United Kingdom,Europe
17487.0,United Kingdom,Europe
17958.0,United Kingdom,Europe
17754.0,United Kingdom,Europe
15898.0,United Kingdom,Europe
14130.0,United Kingdom,Europe
17860.0,United Kingdom,Europe
12664.0,Finland,Europe
16719.0,United Kingdom,Europe
16442.0,United Kingdom,Europe
13317.0,United Kingdom,Europe
15196.0,United Kingdom,Europe
15956.0,United Kingdom,Europe
15169.0,United Kingdom,Europe
14685.0,United Kingdom,Europe
15503.0,United Kingdom,Europe
13026.0,United Kingdom,Europe
15144.0,United Kingdom,Europe
12843.0,United Kingdom,Europe
14161.0,United Kingdom,Europe
17172.0,United Kingdom,Europe
16830.0,United Kingdom,Europe
16127.0,United Kingdom,Europe
17539.0,United Kingdom,Europe
15944.0,United Kingdom,Europe
17211.0,United Kingdom,Europe
14514.0,United Kingdom,Europe
17066.0,United Kingdom,Europe
15850.0,United Kingdom,Europe
17290.0,United Kingdom,Europe
13735.0,United Kingdom,Europe
12681.0,France,Europe
17802.0,United Kingdom,Europe
15628.0,United Kingdom,Europe
15446.0,United Kingdom,Europe
14525.0,United Kingdom,Europe
14751.0,United Kingdom,Europe
12683.0,France,Europe
13087.0,United Kingdom,Europe
15562.0,United Kingdom,Europe
17819.0,United Kingdom,Europe
16409.0,United Kingdom,Europe
14277.0,France,Europe
14466.0,United Kingdom,Europe
16725.0,United Kingdom,Europe
17799.0,United Kingdom,Europe
17910.0,United Kingdom,Europe
16551.0,United Kingdom,Europe
15577.0,United Kingdom,Europe
12346.0,United Kingdom,Europe
12439.0,Cyprus,Other
13462.0,United Kingdom,Europe
13872.0,United Kingdom,Europe
13013.0,United Kingdom,Europe
14977.0,United Kingdom,Europe
12472.0,Germany,Europe
16769.0,United Kingdom,Europe
17075.0,United Kingdom,Europe
16190.0,United Kingdom,Europe
14032.0,United Kingdom,Europe
17825.0,United Kingdom,Europe
15329.0,United Kingdom,Europe
17908.0,United Kingdom,Europe
15534.0,United Kingdom,Europe
16327.0,United Kingdom,Europe
15920.0,United Kingdom,Europe
12613.0,Germany,Europe
17318.0,United Kingdom,Europe
17965.0,United Kingdom,Europe
14401.0,United Kingdom,Europe
15188.0,United Kingdom,Europe
16019.0,United Kingdom,Europe
12926.0,United Kingdom,Europe
17623.0,United Kingdom,Europe
15015.0,United Kingdom,Europe
14796.0,United Kingdom,Europe
14042.0,United Kingdom,Europe
15867.0,United Kingdom,Europe
16125.0,United Kingdom,Europe
13591.0,United Kingdom,Europe
16280.0,United Kingdom,Europe
12920.0,United Kingdom,Europe
17866.0,United Kingdom,Europe
13577.0,United Kingdom,Europe
16064.0,United Kingdom,Europe
17416.0,United Kingdom,Europe
15640.0,United Kingdom,Europe
12992.0,United Kingdom,Europe
15672.0,United Kingdom,Europe
13000.0,United Kingdom,Europe
17012.0,United Kingdom,Europe
16098.0,United Kingdom,Europe
16554.0,United Kingdom,Europe
13004.0,United Kingdom,Europe
15838.0,United Kingdom,Europe
17572.0,United Kingdom,Europe
13902.0,Denmark,Europe
17213.0,United Kingdom,Europe
17251.0,United Kingdom,Europe
16858.0,United Kingdom,Europe
17082.0,United Kingdom,Europe
14607.0,United Kingdom,Europe
17262.0,United Kingdom,Europe
18220.0,United Kingdom,Europe
17625.0,United Kingdom,Europe
17233.0,United Kingdom,Europe
17095.0,United Kingdom,Europe
16713.0,United Kingdom,Europe
12941.0,United Kingdom,Europe
17596.0,United Kingdom,Europe
15812.0,United Kingdom,Europe
14966.0,United Kingdom,Europe
15070.0,United Kingdom,Europe
18260.0,United Kingdom,Europe
16749.0,United Kingdom,Europe
13405.0,United Kingdom,Europe
17797.0,United Kingdom,Europe
13823.0,United Kingdom,Europe
15566.0,United Kingdom,Europe
13050.0,United Kingdom,Europe
13756.0,United Kingdom,Europe
17816.0,United Kingdom,Europe
16308.0,United Kingdom,Europe
15785.0,United Kingdom,Europe
14897.0,United Kingdom,Europe
15527.0,United Kingdom,Europe
17368.0,United Kingdom,Europe
15637.0,United Kingdom,Europe
15393.0,United Kingdom,Europe
18177.0,United Kingdom,Europe
13473.0,United Kingdom,Europe
16605.0,United Kingdom,Europe
12956.0,United Kingdom,Europe
12971.0,United Kingdom,Europe
13711.0,United Kingdom,Europe
15394.0,United Kingdom,Europe
14460.0,United Kingdom,Europe
14769.0,United Kingdom,Europe
15312.0,United Kingdom,Europe
17646.0,United Kingdom,Europe
13952.0,United Kingdom,Europe
15713.0,United Kingdom,Europe
16366.0,United Kingdom,Europe
18286.0,United Kingdom,Europe
17677.0,United Kingdom,Europe
13047.0,United Kingdom,Europe
14869.0,United Kingdom,Europe
16197.0,United Kingdom,Europe
13074.0,United Kingdom,Europe
13289.0,United Kingdom,Europe
16119.0,United Kingdom,Europe
13769.0,United Kingdom,Europe
15184.0,United Kingdom,Europe
15499.0,United Kingdom,Europe
12586.0,Italy,Europe
18012.0,United Kingdom,Europe
13403.0,United Kingdom,Europe
14625.0,United Kingdom,Europe
17833.0,United Kingdom,Europe
15222.0,United Kingdom,Europe
13178.0,United Kingdom,Europe
14415.0,United Kingdom,Europe
16195.0,United Kingdom,Europe
17776.0,United Kingdom,Europe
16569.0,United Kingdom,Europe
17469.0,United Kingdom,Europe
14055.0,United Kingdom,Europe
17873.0,United Kingdom,Europe
15044.0,United Kingdom,Europe
14329.0,United Kingdom,Europe
17091.0,United Kingdom,Europe
16694.0,United Kingdom,Europe
15055.0,United Kingdom,Europe
18144.0,United Kingdom,Europe
13008.0,United Kingdom,Europe
13941.0,United Kingdom,Europe
14092.0,United Kingdom,Europe
12867.0,United Kingdom,Europe
16742.0,United Kingdom,Europe
15498.0,United Kingdom,Europe
17402.0,United Kingdom,Europe
18201.0,United Kingdom,Europe
13225.0,United Kingdom,Europe
17662.0,United Kingdom,Europe
